Unicode,Caractere,Nome,Origem
U+0166,Ŧ,LATIN CAPITAL LETTER T WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0167,ŧ,LATIN SMALL LETTER T WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0168,Ũ,LATIN CAPITAL LETTER U WITH TILDE,DejaVu Serif: base vetorial licenciada
U+0169,ũ,LATIN SMALL LETTER U WITH TILDE,DejaVu Serif: base vetorial licenciada
U+016A,Ū,LATIN CAPITAL LETTER U WITH MACRON,DejaVu Serif: base vetorial licenciada
U+016B,ū,LATIN SMALL LETTER U WITH MACRON,DejaVu Serif: base vetorial licenciada
U+016C,Ŭ,LATIN CAPITAL LETTER U WITH BREVE,DejaVu Serif: base vetorial licenciada
U+016D,ŭ,LATIN SMALL LETTER U WITH BREVE,DejaVu Serif: base vetorial licenciada
U+016E,Ů,LATIN CAPITAL LETTER U WITH RING ABOVE,DejaVu Serif: base vetorial licenciada
U+016F,ů,LATIN SMALL LETTER U WITH RING ABOVE,DejaVu Serif: base vetorial licenciada
U+0170,Ű,LATIN CAPITAL LETTER U WITH DOUBLE ACUTE,DejaVu Serif: base vetorial licenciada
U+0171,ű,LATIN SMALL LETTER U WITH DOUBLE ACUTE,DejaVu Serif: base vetorial licenciada
U+0172,Ų,LATIN CAPITAL LETTER U WITH OGONEK,DejaVu Serif: base vetorial licenciada
U+0173,ų,LATIN SMALL LETTER U WITH OGONEK,DejaVu Serif: base vetorial licenciada
U+0174,Ŵ,LATIN CAPITAL LETTER W WITH CIRCUMFLEX,DejaVu Serif: base vetorial licenciada
U+0175,ŵ,LATIN SMALL LETTER W WITH CIRCUMFLEX,DejaVu Serif: base vetorial licenciada
U+0176,Ŷ,LATIN CAPITAL LETTER Y WITH CIRCUMFLEX,DejaVu Serif: base vetorial licenciada
U+0177,ŷ,LATIN SMALL LETTER Y WITH CIRCUMFLEX,DejaVu Serif: base vetorial licenciada
U+0178,Ÿ,LATIN CAPITAL LETTER Y WITH DIAERESIS,DejaVu Serif: base vetorial licenciada
U+0179,Ź,LATIN CAPITAL LETTER Z WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+017A,ź,LATIN SMALL LETTER Z WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+017B,Ż,LATIN CAPITAL LETTER Z WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+017C,ż,LATIN SMALL LETTER Z WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+017D,Ž,LATIN CAPITAL LETTER Z WITH CARON,DejaVu Serif: base vetorial licenciada
U+017E,ž,LATIN SMALL LETTER Z WITH CARON,DejaVu Serif: base vetorial licenciada
U+017F,ſ,LATIN SMALL LETTER LONG S,DejaVu Serif: base vetorial licenciada
U+0180,ƀ,LATIN SMALL LETTER B WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0181,Ɓ,LATIN CAPITAL LETTER B WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0182,Ƃ,LATIN CAPITAL LETTER B WITH TOPBAR,DejaVu Serif: base vetorial licenciada
U+0183,ƃ,LATIN SMALL LETTER B WITH TOPBAR,DejaVu Serif: base vetorial licenciada
U+0184,Ƅ,LATIN CAPITAL LETTER TONE SIX,DejaVu Serif: base vetorial licenciada
U+0185,ƅ,LATIN SMALL LETTER TONE SIX,DejaVu Serif: base vetorial licenciada
U+0186,Ɔ,LATIN CAPITAL LETTER OPEN O,DejaVu Serif: base vetorial licenciada
U+0187,Ƈ,LATIN CAPITAL LETTER C WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0188,ƈ,LATIN SMALL LETTER C WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0189,Ɖ,LATIN CAPITAL LETTER AFRICAN D,DejaVu Serif: base vetorial licenciada
U+018A,Ɗ,LATIN CAPITAL LETTER D WITH HOOK,DejaVu Serif: base vetorial licenciada
U+018B,Ƌ,LATIN CAPITAL LETTER D WITH TOPBAR,DejaVu Serif: base vetorial licenciada
U+018C,ƌ,LATIN SMALL LETTER D WITH TOPBAR,DejaVu Serif: base vetorial licenciada
U+018D,ƍ,LATIN SMALL LETTER TURNED DELTA,DejaVu Serif: base vetorial licenciada
U+018E,Ǝ,LATIN CAPITAL LETTER REVERSED E,DejaVu Serif: base vetorial licenciada
U+018F,Ə,LATIN CAPITAL LETTER SCHWA,DejaVu Serif: base vetorial licenciada
U+0190,Ɛ,LATIN CAPITAL LETTER OPEN E,DejaVu Serif: base vetorial licenciada
U+0191,Ƒ,LATIN CAPITAL LETTER F WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0192,ƒ,LATIN SMALL LETTER F WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0193,Ɠ,LATIN CAPITAL LETTER G WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0194,Ɣ,LATIN CAPITAL LETTER GAMMA,DejaVu Serif: base vetorial licenciada
U+0195,ƕ,LATIN SMALL LETTER HV,DejaVu Serif: base vetorial licenciada
U+0196,Ɩ,LATIN CAPITAL LETTER IOTA,DejaVu Serif: base vetorial licenciada
U+0197,Ɨ,LATIN CAPITAL LETTER I WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0198,Ƙ,LATIN CAPITAL LETTER K WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0199,ƙ,LATIN SMALL LETTER K WITH HOOK,DejaVu Serif: base vetorial licenciada
U+019A,ƚ,LATIN SMALL LETTER L WITH BAR,DejaVu Serif: base vetorial licenciada
U+019B,ƛ,LATIN SMALL LETTER LAMBDA WITH STROKE,DejaVu Serif: base vetorial licenciada
U+019C,Ɯ,LATIN CAPITAL LETTER TURNED M,DejaVu Serif: base vetorial licenciada
U+019D,Ɲ,LATIN CAPITAL LETTER N WITH LEFT HOOK,DejaVu Serif: base vetorial licenciada
U+019E,ƞ,LATIN SMALL LETTER N WITH LONG RIGHT LEG,DejaVu Serif: base vetorial licenciada
U+019F,Ɵ,LATIN CAPITAL LETTER O WITH MIDDLE TILDE,DejaVu Serif: base vetorial licenciada
U+01A0,Ơ,LATIN CAPITAL LETTER O WITH HORN,DejaVu Serif: base vetorial licenciada
U+01A1,ơ,LATIN SMALL LETTER O WITH HORN,DejaVu Serif: base vetorial licenciada
U+01A2,Ƣ,LATIN CAPITAL LETTER OI,DejaVu Serif: base vetorial licenciada
U+01A3,ƣ,LATIN SMALL LETTER OI,DejaVu Serif: base vetorial licenciada
U+01A4,Ƥ,LATIN CAPITAL LETTER P WITH HOOK,DejaVu Serif: base vetorial licenciada
U+01A5,ƥ,LATIN SMALL LETTER P WITH HOOK,DejaVu Serif: base vetorial licenciada
U+01A6,Ʀ,LATIN LETTER YR,DejaVu Serif: base vetorial licenciada
U+01A7,Ƨ,LATIN CAPITAL LETTER TONE TWO,DejaVu Serif: base vetorial licenciada
U+01A8,ƨ,LATIN SMALL LETTER TONE TWO,DejaVu Serif: base vetorial licenciada
U+01A9,Ʃ,LATIN CAPITAL LETTER ESH,DejaVu Serif: base vetorial licenciada
U+01AA,ƪ,LATIN LETTER REVERSED ESH LOOP,DejaVu Serif: base vetorial licenciada
U+01AB,ƫ,LATIN SMALL LETTER T WITH PALATAL HOOK,DejaVu Serif: base vetorial licenciada
U+01AC,Ƭ,LATIN CAPITAL LETTER T WITH HOOK,DejaVu Serif: base vetorial licenciada
U+01AD,ƭ,LATIN SMALL LETTER T WITH HOOK,DejaVu Serif: base vetorial licenciada
U+01AE,Ʈ,LATIN CAPITAL LETTER T WITH RETROFLEX HOOK,DejaVu Serif: base vetorial licenciada
U+01AF,Ư,LATIN CAPITAL LETTER U WITH HORN,DejaVu Serif: base vetorial licenciada
U+01B0,ư,LATIN SMALL LETTER U WITH HORN,DejaVu Serif: base vetorial licenciada
U+01B1,Ʊ,LATIN CAPITAL LETTER UPSILON,DejaVu Serif: base vetorial licenciada
U+01B2,Ʋ,LATIN CAPITAL LETTER V WITH HOOK,DejaVu Serif: base vetorial licenciada
U+01B3,Ƴ,LATIN CAPITAL LETTER Y WITH HOOK,DejaVu Serif: base vetorial licenciada
U+01B4,ƴ,LATIN SMALL LETTER Y WITH HOOK,DejaVu Serif: base vetorial licenciada
U+01B5,Ƶ,LATIN CAPITAL LETTER Z WITH STROKE,DejaVu Serif: base vetorial licenciada
U+01B6,ƶ,LATIN SMALL LETTER Z WITH STROKE,DejaVu Serif: base vetorial licenciada
U+01B7,Ʒ,LATIN CAPITAL LETTER EZH,DejaVu Serif: base vetorial licenciada
U+01B8,Ƹ,LATIN CAPITAL LETTER EZH REVERSED,DejaVu Serif: base vetorial licenciada
U+01B9,ƹ,LATIN SMALL LETTER EZH REVERSED,DejaVu Serif: base vetorial licenciada
U+01BA,ƺ,LATIN SMALL LETTER EZH WITH TAIL,DejaVu Serif: base vetorial licenciada
U+01BB,ƻ,LATIN LETTER TWO WITH STROKE,DejaVu Serif: base vetorial licenciada
U+01BC,Ƽ,LATIN CAPITAL LETTER TONE FIVE,DejaVu Serif: base vetorial licenciada
U+01BD,ƽ,LATIN SMALL LETTER TONE FIVE,DejaVu Serif: base vetorial licenciada
U+01BE,ƾ,LATIN LETTER INVERTED GLOTTAL STOP WITH STROKE,DejaVu Serif: base vetorial licenciada
U+01BF,ƿ,LATIN LETTER WYNN,DejaVu Serif: base vetorial licenciada
U+01C0,ǀ,LATIN LETTER DENTAL CLICK,DejaVu Serif: base vetorial licenciada
U+01C1,ǁ,LATIN LETTER LATERAL CLICK,DejaVu Serif: base vetorial licenciada
U+01C2,ǂ,LATIN LETTER ALVEOLAR CLICK,DejaVu Serif: base vetorial licenciada
U+01C3,ǃ,LATIN LETTER RETROFLEX CLICK,DejaVu Serif: base vetorial licenciada
U+01C4,Ǆ,LATIN CAPITAL LETTER DZ WITH CARON,DejaVu Serif: base vetorial licenciada
U+01C5,ǅ,LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON,DejaVu Serif: base vetorial licenciada
U+01C6,ǆ,LATIN SMALL LETTER DZ WITH CARON,DejaVu Serif: base vetorial licenciada
U+01C7,Ǉ,LATIN CAPITAL LETTER LJ,DejaVu Serif: base vetorial licenciada
U+01C8,ǈ,LATIN CAPITAL LETTER L WITH SMALL LETTER J,DejaVu Serif: base vetorial licenciada
U+01C9,ǉ,LATIN SMALL LETTER LJ,DejaVu Serif: base vetorial licenciada
U+01CA,Ǌ,LATIN CAPITAL LETTER NJ,DejaVu Serif: base vetorial licenciada
U+01CB,ǋ,LATIN CAPITAL LETTER N WITH SMALL LETTER J,DejaVu Serif: base vetorial licenciada
U+01CC,ǌ,LATIN SMALL LETTER NJ,DejaVu Serif: base vetorial licenciada
U+01CD,Ǎ,LATIN CAPITAL LETTER A WITH CARON,DejaVu Serif: base vetorial licenciada
U+01CE,ǎ,LATIN SMALL LETTER A WITH CARON,DejaVu Serif: base vetorial licenciada
U+01CF,Ǐ,LATIN CAPITAL LETTER I WITH CARON,DejaVu Serif: base vetorial licenciada
U+01D0,ǐ,LATIN SMALL LETTER I WITH CARON,DejaVu Serif: base vetorial licenciada
U+01D1,Ǒ,LATIN CAPITAL LETTER O WITH CARON,DejaVu Serif: base vetorial licenciada
U+01D2,ǒ,LATIN SMALL LETTER O WITH CARON,DejaVu Serif: base vetorial licenciada
U+01D3,Ǔ,LATIN CAPITAL LETTER U WITH CARON,DejaVu Serif: base vetorial licenciada
U+01D4,ǔ,LATIN SMALL LETTER U WITH CARON,DejaVu Serif: base vetorial licenciada
U+01D5,Ǖ,LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON,DejaVu Serif: base vetorial licenciada
U+01D6,ǖ,LATIN SMALL LETTER U WITH DIAERESIS AND MACRON,DejaVu Serif: base vetorial licenciada
U+01D7,Ǘ,LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE,DejaVu Serif: base vetorial licenciada
U+01D8,ǘ,LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE,DejaVu Serif: base vetorial licenciada
U+01D9,Ǚ,LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON,DejaVu Serif: base vetorial licenciada
U+01DA,ǚ,LATIN SMALL LETTER U WITH DIAERESIS AND CARON,DejaVu Serif: base vetorial licenciada
U+01DB,Ǜ,LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE,DejaVu Serif: base vetorial licenciada
U+01DC,ǜ,LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE,DejaVu Serif: base vetorial licenciada
U+01DD,ǝ,LATIN SMALL LETTER TURNED E,DejaVu Serif: base vetorial licenciada
U+01DE,Ǟ,LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON,DejaVu Serif: base vetorial licenciada
U+01DF,ǟ,LATIN SMALL LETTER A WITH DIAERESIS AND MACRON,DejaVu Serif: base vetorial licenciada
U+01E0,Ǡ,LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON,DejaVu Serif: base vetorial licenciada
U+01E1,ǡ,LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON,DejaVu Serif: base vetorial licenciada
U+01E2,Ǣ,LATIN CAPITAL LETTER AE WITH MACRON,DejaVu Serif: base vetorial licenciada
U+01E3,ǣ,LATIN SMALL LETTER AE WITH MACRON,DejaVu Serif: base vetorial licenciada
U+01E4,Ǥ,LATIN CAPITAL LETTER G WITH STROKE,DejaVu Serif: base vetorial licenciada
U+01E5,ǥ,LATIN SMALL LETTER G WITH STROKE,DejaVu Serif: base vetorial licenciada
U+01E6,Ǧ,LATIN CAPITAL LETTER G WITH CARON,DejaVu Serif: base vetorial licenciada
U+01E7,ǧ,LATIN SMALL LETTER G WITH CARON,DejaVu Serif: base vetorial licenciada
U+01E8,Ǩ,LATIN CAPITAL LETTER K WITH CARON,DejaVu Serif: base vetorial licenciada
U+01E9,ǩ,LATIN SMALL LETTER K WITH CARON,DejaVu Serif: base vetorial licenciada
U+01EA,Ǫ,LATIN CAPITAL LETTER O WITH OGONEK,DejaVu Serif: base vetorial licenciada
U+01EB,ǫ,LATIN SMALL LETTER O WITH OGONEK,DejaVu Serif: base vetorial licenciada
U+01EC,Ǭ,LATIN CAPITAL LETTER O WITH OGONEK AND MACRON,DejaVu Serif: base vetorial licenciada
U+01ED,ǭ,LATIN SMALL LETTER O WITH OGONEK AND MACRON,DejaVu Serif: base vetorial licenciada
U+01EE,Ǯ,LATIN CAPITAL LETTER EZH WITH CARON,DejaVu Serif: base vetorial licenciada
U+01EF,ǯ,LATIN SMALL LETTER EZH WITH CARON,DejaVu Serif: base vetorial licenciada
U+01F0,ǰ,LATIN SMALL LETTER J WITH CARON,DejaVu Serif: base vetorial licenciada
U+01F1,Ǳ,LATIN CAPITAL LETTER DZ,DejaVu Serif: base vetorial licenciada
U+01F2,ǲ,LATIN CAPITAL LETTER D WITH SMALL LETTER Z,DejaVu Serif: base vetorial licenciada
U+01F3,ǳ,LATIN SMALL LETTER DZ,DejaVu Serif: base vetorial licenciada
U+01F4,Ǵ,LATIN CAPITAL LETTER G WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+01F5,ǵ,LATIN SMALL LETTER G WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+01F6,Ƕ,LATIN CAPITAL LETTER HWAIR,DejaVu Serif: base vetorial licenciada
U+01F7,Ƿ,LATIN CAPITAL LETTER WYNN,DejaVu Serif: base vetorial licenciada
U+01F8,Ǹ,LATIN CAPITAL LETTER N WITH GRAVE,DejaVu Serif: base vetorial licenciada
U+01F9,ǹ,LATIN SMALL LETTER N WITH GRAVE,DejaVu Serif: base vetorial licenciada
U+01FA,Ǻ,LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE,DejaVu Serif: base vetorial licenciada
U+01FB,ǻ,LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE,DejaVu Serif: base vetorial licenciada
U+01FC,Ǽ,LATIN CAPITAL LETTER AE WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+01FD,ǽ,LATIN SMALL LETTER AE WITH ACUTE,DejaVu Serif: base vetorial licenciada
U+01FE,Ǿ,LATIN CAPITAL LETTER O WITH STROKE AND ACUTE,DejaVu Serif: base vetorial licenciada
U+01FF,ǿ,LATIN SMALL LETTER O WITH STROKE AND ACUTE,DejaVu Serif: base vetorial licenciada
U+0200,Ȁ,LATIN CAPITAL LETTER A WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+0201,ȁ,LATIN SMALL LETTER A WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+0202,Ȃ,LATIN CAPITAL LETTER A WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0203,ȃ,LATIN SMALL LETTER A WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0204,Ȅ,LATIN CAPITAL LETTER E WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+0205,ȅ,LATIN SMALL LETTER E WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+0206,Ȇ,LATIN CAPITAL LETTER E WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0207,ȇ,LATIN SMALL LETTER E WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0208,Ȉ,LATIN CAPITAL LETTER I WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+0209,ȉ,LATIN SMALL LETTER I WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+020A,Ȋ,LATIN CAPITAL LETTER I WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+020B,ȋ,LATIN SMALL LETTER I WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+020C,Ȍ,LATIN CAPITAL LETTER O WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+020D,ȍ,LATIN SMALL LETTER O WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+020E,Ȏ,LATIN CAPITAL LETTER O WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+020F,ȏ,LATIN SMALL LETTER O WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0210,Ȑ,LATIN CAPITAL LETTER R WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+0211,ȑ,LATIN SMALL LETTER R WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+0212,Ȓ,LATIN CAPITAL LETTER R WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0213,ȓ,LATIN SMALL LETTER R WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0214,Ȕ,LATIN CAPITAL LETTER U WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+0215,ȕ,LATIN SMALL LETTER U WITH DOUBLE GRAVE,DejaVu Serif: base vetorial licenciada
U+0216,Ȗ,LATIN CAPITAL LETTER U WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0217,ȗ,LATIN SMALL LETTER U WITH INVERTED BREVE,DejaVu Serif: base vetorial licenciada
U+0218,Ș,LATIN CAPITAL LETTER S WITH COMMA BELOW,DejaVu Serif: base vetorial licenciada
U+0219,ș,LATIN SMALL LETTER S WITH COMMA BELOW,DejaVu Serif: base vetorial licenciada
U+021A,Ț,LATIN CAPITAL LETTER T WITH COMMA BELOW,DejaVu Serif: base vetorial licenciada
U+021B,ț,LATIN SMALL LETTER T WITH COMMA BELOW,DejaVu Serif: base vetorial licenciada
U+021C,Ȝ,LATIN CAPITAL LETTER YOGH,DejaVu Serif: base vetorial licenciada
U+021D,ȝ,LATIN SMALL LETTER YOGH,DejaVu Serif: base vetorial licenciada
U+021E,Ȟ,LATIN CAPITAL LETTER H WITH CARON,DejaVu Serif: base vetorial licenciada
U+021F,ȟ,LATIN SMALL LETTER H WITH CARON,DejaVu Serif: base vetorial licenciada
U+0220,Ƞ,LATIN CAPITAL LETTER N WITH LONG RIGHT LEG,DejaVu Serif: base vetorial licenciada
U+0221,ȡ,LATIN SMALL LETTER D WITH CURL,DejaVu Serif: base vetorial licenciada
U+0222,Ȣ,LATIN CAPITAL LETTER OU,DejaVu Serif: base vetorial licenciada
U+0223,ȣ,LATIN SMALL LETTER OU,DejaVu Serif: base vetorial licenciada
U+0224,Ȥ,LATIN CAPITAL LETTER Z WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0225,ȥ,LATIN SMALL LETTER Z WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0226,Ȧ,LATIN CAPITAL LETTER A WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+0227,ȧ,LATIN SMALL LETTER A WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+0228,Ȩ,LATIN CAPITAL LETTER E WITH CEDILLA,DejaVu Serif: base vetorial licenciada
U+0229,ȩ,LATIN SMALL LETTER E WITH CEDILLA,DejaVu Serif: base vetorial licenciada
U+022A,Ȫ,LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON,DejaVu Serif: base vetorial licenciada
U+022B,ȫ,LATIN SMALL LETTER O WITH DIAERESIS AND MACRON,DejaVu Serif: base vetorial licenciada
U+022C,Ȭ,LATIN CAPITAL LETTER O WITH TILDE AND MACRON,DejaVu Serif: base vetorial licenciada
U+022D,ȭ,LATIN SMALL LETTER O WITH TILDE AND MACRON,DejaVu Serif: base vetorial licenciada
U+022E,Ȯ,LATIN CAPITAL LETTER O WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+022F,ȯ,LATIN SMALL LETTER O WITH DOT ABOVE,DejaVu Serif: base vetorial licenciada
U+0230,Ȱ,LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON,DejaVu Serif: base vetorial licenciada
U+0231,ȱ,LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON,DejaVu Serif: base vetorial licenciada
U+0232,Ȳ,LATIN CAPITAL LETTER Y WITH MACRON,DejaVu Serif: base vetorial licenciada
U+0233,ȳ,LATIN SMALL LETTER Y WITH MACRON,DejaVu Serif: base vetorial licenciada
U+0234,ȴ,LATIN SMALL LETTER L WITH CURL,DejaVu Serif: base vetorial licenciada
U+0235,ȵ,LATIN SMALL LETTER N WITH CURL,DejaVu Serif: base vetorial licenciada
U+0236,ȶ,LATIN SMALL LETTER T WITH CURL,DejaVu Serif: base vetorial licenciada
U+0237,ȷ,LATIN SMALL LETTER DOTLESS J,DejaVu Serif: base vetorial licenciada
U+0238,ȸ,LATIN SMALL LETTER DB DIGRAPH,DejaVu Serif: base vetorial licenciada
U+0239,ȹ,LATIN SMALL LETTER QP DIGRAPH,DejaVu Serif: base vetorial licenciada
U+023A,Ⱥ,LATIN CAPITAL LETTER A WITH STROKE,DejaVu Serif: base vetorial licenciada
U+023B,Ȼ,LATIN CAPITAL LETTER C WITH STROKE,DejaVu Serif: base vetorial licenciada
U+023C,ȼ,LATIN SMALL LETTER C WITH STROKE,DejaVu Serif: base vetorial licenciada
U+023D,Ƚ,LATIN CAPITAL LETTER L WITH BAR,DejaVu Serif: base vetorial licenciada
U+023E,Ⱦ,LATIN CAPITAL LETTER T WITH DIAGONAL STROKE,DejaVu Serif: base vetorial licenciada
U+023F,ȿ,LATIN SMALL LETTER S WITH SWASH TAIL,DejaVu Serif: base vetorial licenciada
U+0240,ɀ,LATIN SMALL LETTER Z WITH SWASH TAIL,DejaVu Serif: base vetorial licenciada
U+0241,Ɂ,LATIN CAPITAL LETTER GLOTTAL STOP,DejaVu Serif: base vetorial licenciada
U+0242,ɂ,LATIN SMALL LETTER GLOTTAL STOP,DejaVu Serif: base vetorial licenciada
U+0243,Ƀ,LATIN CAPITAL LETTER B WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0244,Ʉ,LATIN CAPITAL LETTER U BAR,DejaVu Serif: base vetorial licenciada
U+0245,Ʌ,LATIN CAPITAL LETTER TURNED V,DejaVu Serif: base vetorial licenciada
U+0246,Ɇ,LATIN CAPITAL LETTER E WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0247,ɇ,LATIN SMALL LETTER E WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0248,Ɉ,LATIN CAPITAL LETTER J WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0249,ɉ,LATIN SMALL LETTER J WITH STROKE,DejaVu Serif: base vetorial licenciada
U+024A,Ɋ,LATIN CAPITAL LETTER SMALL Q WITH HOOK TAIL,DejaVu Serif: base vetorial licenciada
U+024B,ɋ,LATIN SMALL LETTER Q WITH HOOK TAIL,DejaVu Serif: base vetorial licenciada
U+024C,Ɍ,LATIN CAPITAL LETTER R WITH STROKE,DejaVu Serif: base vetorial licenciada
U+024D,ɍ,LATIN SMALL LETTER R WITH STROKE,DejaVu Serif: base vetorial licenciada
U+024E,Ɏ,LATIN CAPITAL LETTER Y WITH STROKE,DejaVu Serif: base vetorial licenciada
U+024F,ɏ,LATIN SMALL LETTER Y WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0250,ɐ,LATIN SMALL LETTER TURNED A,DejaVu Serif: base vetorial licenciada
U+0251,ɑ,LATIN SMALL LETTER ALPHA,DejaVu Serif: base vetorial licenciada
U+0252,ɒ,LATIN SMALL LETTER TURNED ALPHA,DejaVu Serif: base vetorial licenciada
U+0253,ɓ,LATIN SMALL LETTER B WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0254,ɔ,LATIN SMALL LETTER OPEN O,DejaVu Serif: base vetorial licenciada
U+0255,ɕ,LATIN SMALL LETTER C WITH CURL,DejaVu Serif: base vetorial licenciada
U+0256,ɖ,LATIN SMALL LETTER D WITH TAIL,DejaVu Serif: base vetorial licenciada
U+0257,ɗ,LATIN SMALL LETTER D WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0258,ɘ,LATIN SMALL LETTER REVERSED E,DejaVu Serif: base vetorial licenciada
U+0259,ə,LATIN SMALL LETTER SCHWA,DejaVu Serif: base vetorial licenciada
U+025A,ɚ,LATIN SMALL LETTER SCHWA WITH HOOK,DejaVu Serif: base vetorial licenciada
U+025B,ɛ,LATIN SMALL LETTER OPEN E,DejaVu Serif: base vetorial licenciada
U+025C,ɜ,LATIN SMALL LETTER REVERSED OPEN E,DejaVu Serif: base vetorial licenciada
U+025D,ɝ,LATIN SMALL LETTER REVERSED OPEN E WITH HOOK,DejaVu Serif: base vetorial licenciada
U+025E,ɞ,LATIN SMALL LETTER CLOSED REVERSED OPEN E,DejaVu Serif: base vetorial licenciada
U+025F,ɟ,LATIN SMALL LETTER DOTLESS J WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0260,ɠ,LATIN SMALL LETTER G WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0261,ɡ,LATIN SMALL LETTER SCRIPT G,DejaVu Serif: base vetorial licenciada
U+0262,ɢ,LATIN LETTER SMALL CAPITAL G,DejaVu Serif: base vetorial licenciada
U+0263,ɣ,LATIN SMALL LETTER GAMMA,DejaVu Serif: base vetorial licenciada
U+0264,ɤ,LATIN SMALL LETTER RAMS HORN,DejaVu Serif: base vetorial licenciada
U+0265,ɥ,LATIN SMALL LETTER TURNED H,DejaVu Serif: base vetorial licenciada
U+0266,ɦ,LATIN SMALL LETTER H WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0267,ɧ,LATIN SMALL LETTER HENG WITH HOOK,DejaVu Serif: base vetorial licenciada
U+0268,ɨ,LATIN SMALL LETTER I WITH STROKE,DejaVu Serif: base vetorial licenciada
U+0269,ɩ,LATIN SMALL LETTER IOTA,DejaVu Serif: base vetorial licenciada
U+026A,ɪ,LATIN LETTER SMALL CAPITAL I,DejaVu Serif: base vetorial licenciada
U+026B,ɫ,LATIN SMALL LETTER L WITH MIDDLE TILDE,DejaVu Serif: base vetorial licenciada
U+026C,ɬ,LATIN SMALL LETTER L WITH BELT,DejaVu Serif: base vetorial licenciada
